seed,ks,mu,yield,colony,category,biggest_loser,expected,rv,cph
2000,3.5e-05,0.00028,0.61,3,Languishing,True,0.111,0.011487,2.2869e-06
2000,3.5e-05,0.00028,0.61,4,Languishing,False,0.111,0.021043,0.00011066
2000,3.5e-05,0.00028,0.61,5,Languishing,False,0.111,0.015402,1.1801e-05
2000,3.5e-05,0.00028,0.61,6,Languishing,False,0.111,0.021086,0.00013533
2000,3.5e-05,0.00028,0.61,7,Languishing,False,0.111,0.037107,4.216e-06
2000,3.5e-05,0.00028,0.61,8,Surviving,False,0.111,0.014874,367.49
2000,3.5e-05,0.00028,0.61,9,Thriving,False,0.111,0.81953,0.0
31112,3.5e-05,0.00028,0.61,1,Languishing,False,0.111,0.021143,2.2818e-05
31112,3.5e-05,0.00028,0.61,2,Languishing,True,0.111,0.0211,3.3186e-05
31112,3.5e-05,0.00028,0.61,3,Languishing,False,0.111,0.039313,9.4668e-05
31112,3.5e-05,0.00028,0.61,4,Thriving,False,0.111,0.12212,0.049481
31112,3.5e-05,0.00028,0.61,5,Languishing,False,0.111,0.023221,1.5863e-05
31112,3.5e-05,0.00028,0.61,6,Languishing,False,0.111,0.052922,1.6222e-05
31112,3.5e-05,0.00028,0.61,7,Languishing,False,0.111,0.022279,0.00026213
31112,3.5e-05,0.00028,0.61,8,Surviving,False,0.111,0.030824,368.67
31112,3.5e-05,0.00028,0.61,9,Thriving,False,0.111,0.66708,0.0
28290,3.5e-05,0.00028,0.61,1,Thriving,False,0.111,0.11398,0.15067
28290,3.5e-05,0.00028,0.61,2,Languishing,False,0.111,0.015315,4.3486e-06
28290,3.5e-05,0.00028,0.61,3,Languishing,True,0.111,0.013272,2.2993e-06
28290,3.5e-05,0.00028,0.61,4,Languishing,False,0.111,0.013321,6.0874e-07
28290,3.5e-05,0.00028,0.61,5,Thriving,False,0.111,0.72385,367.2
28290,3.5e-05,0.00028,0.61,6,Languishing,False,0.111,0.067544,1.769e-06
28290,3.5e-05,0.00028,0.61,7,Languishing,False,0.111,0.014452,5.4969e-06
28290,3.5e-05,0.00028,0.61,8,Languishing,False,0.111,0.018555,1.4405e-05
28290,3.5e-05,0.00028,0.61,9,Languishing,False,0.111,0.019718,0.0
28106,3.5e-05,0.00028,0.61,1,Languishing,False,0.111,0.015639,1.8623e-06
28106,3.5e-05,0.00028,0.61,2,Languishing,False,0.111,0.066015,0.0053853
28106,3.5e-05,0.00028,0.61,3,Languishing,True,0.111,0.013667,3.45e-06
28106,3.5e-05,0.00028,0.61,4,Languishing,False,0.111,0.098716,0.033355
28106,3.5e-05,0.00028,0.61,5,Languishing,False,0.111,0.022369,4.0904e-05
28106,3.5e-05,0.00028,0.61,6,Surviving,False,0.111,0.028493,359.34
28106,3.5e-05,0.00028,0.61,7,Thriving,False,0.111,0.68223,2.3683e-05
28106,3.5e-05,0.00028,0.61,8,Languishing,False,0.111,0.021658,0.0012156
28106,3.5e-05,0.00028,0.61,9,Languishing,False,0.111,0.051213,0.0
28168,3.5e-05,0.00028,0.61,1,Languishing,True,0.111,0.015781,4.1538e-06
28168,3.5e-05,0.00028,0.61,2,Languishing,False,0.111,0.032845,0.00050788
28168,3.5e-05,0.00028,0.61,3,Languishing,False,0.111,0.037467,0.001104
28168,3.5e-05,0.00028,0.61,4,Thriving,False,0.111,0.79555,371.64
28168,3.5e-05,0.00028,0.61,5,Languishing,False,0.111,0.017819,2.5129e-05
28168,3.5e-05,0.00028,0.61,6,Languishing,False,0.111,0.018923,0.0002778
28168,3.5e-05,0.00028,0.61,7,Languishing,False,0.111,0.034717,0.00019328
28168,3.5e-05,0.00028,0.61,8,Languishing,False,0.111,0.024903,8.2511e-05
28168,3.5e-05,0.00028,0.61,9,Languishing,False,0.111,0.021992,0.0
27793,3.5e-05,0.00028,0.61,1,Languishing,False,0.111,0.022643,0.00012028
27793,3.5e-05,0.00028,0.61,2,Languishing,False,0.111,0.025016,0.00029968
27793,3.5e-05,0.00028,0.61,3,Languishing,False,0.111,0.030064,0.00045922
27793,3.5e-05,0.00028,0.61,4,Languishing,False,0.111,0.086353,0.008693
27793,3.5e-05,0.00028,0.61,5,Languishing,True,0.111,0.014738,2.3824e-06
27793,3.5e-05,0.00028,0.61,6,Thriving,False,0.111,0.7376,0.00010222
27793,3.5e-05,0.00028,0.61,7,Languishing,False,0.111,0.021206,6.3565e-05
27793,3.5e-05,0.00028,0.61,8,Languishing,False,0.111,0.017815,0.0014387
27793,3.5e-05,0.00028,0.61,9,Languishing,False,0.111,0.044565,0.0
28646,3.5e-05,0.00028,0.61,1,Thriving,False,0.111,0.80368,371.48
28646,3.5e-05,0.00028,0.61,2,Languishing,True,0.111,0.014019,2.2116e-06
28646,3.5e-05,0.00028,0.61,3,Languishing,False,0.111,0.033038,3.398e-05
28646,3.5e-05,0.00028,0.61,4,Languishing,False,0.111,0.01651,1.6485e-05
28646,3.5e-05,0.00028,0.61,5,Languishing,False,0.111,0.016,2.248e-05
28646,3.5e-05,0.00028,0.61,6,Languishing,False,0.111,0.035939,2.7961e-05
28646,3.5e-05,0.00028,0.61,7,Languishing,False,0.111,0.018867,0.00079888
28646,3.5e-05,0.00028,0.61,8,Languishing,False,0.111,0.046286,7.9827e-06
28646,3.5e-05,0.00028,0.61,9,Languishing,False,0.111,0.015663,0.0
25541,3.5e-05,0.00028,0.61,1,Languishing,False,0.111,0.016165,1.3619e-05
25541,3.5e-05,0.00028,0.61,2,Languishing,False,0.111,0.013385,6.4278e-06
25541,3.5e-05,0.00028,0.61,3,Thriving,False,0.111,0.8407,378.51
25541,3.5e-05,0.00028,0.61,4,Languishing,False,0.111,0.02409,0.00010195
25541,3.5e-05,0.00028,0.61,5,Languishing,False,0.111,0.0165,1.5277e-05
25541,3.5e-05,0.00028,0.61,6,Languishing,True,0.111,0.012576,0.0001498
25541,3.5e-05,0.00028,0.61,7,Languishing,False,0.111,0.023289,0.00083335
25541,3.5e-05,0.00028,0.61,8,Languishing,False,0.111,0.037189,1.7537e-05
25541,3.5e-05,0.00028,0.61,9,Languishing,False,0.111,0.016102,0.0
28260,3.5e-05,0.00028,0.61,1,Languishing,True,0.111,0.015523,6.1704e-06
28260,3.5e-05,0.00028,0.61,2,Languishing,False,0.111,0.025811,0.00012152
28260,3.5e-05,0.00028,0.61,3,Languishing,False,0.111,0.022781,2.9919e-05
28260,3.5e-05,0.00028,0.61,4,Thriving,False,0.111,0.75318,375.38
28260,3.5e-05,0.00028,0.61,5,Languishing,False,0.111,0.016353,2.9664e-06
28260,3.5e-05,0.00028,0.61,6,Languishing,False,0.111,0.071668,2.2934e-05
28260,3.5e-05,0.00028,0.61,7,Languishing,False,0.111,0.016558,1.4118e-05
28260,3.5e-05,0.00028,0.61,8,Languishing,False,0.111,0.016675,0.003118
28260,3.5e-05,0.00028,0.61,9,Languishing,False,0.111,0.061446,0.0
27763,3.5e-05,0.00028,0.61,1,Languishing,False,0.111,0.058306,0.0023782
27763,3.5e-05,0.00028,0.61,2,Languishing,False,0.111,0.017956,1.0672e-05
27763,3.5e-05,0.00028,0.61,3,Languishing,False,0.111,0.015906,4.196e-06
27763,3.5e-05,0.00028,0.61,4,Languishing,True,0.111,0.011525,6.5841e-07
27763,3.5e-05,0.00028,0.61,5,Languishing,False,0.111,0.093951,0.02017
27763,3.5e-05,0.00028,0.61,6,Languishing,False,0.111,0.028488,0.0077944
27763,3.5e-05,0.00028,0.61,7,Languishing,False,0.111,0.081509,6.9955e-06
27763,3.5e-05,0.00028,0.61,8,Surviving,False,0.111,0.020957,359.85
27763,3.5e-05,0.00028,0.61,9,Thriving,False,0.111,0.6714,0.0
28099,3.5e-05,0.00028,0.61,1,Thriving,False,0.111,0.18884,0.65706
28099,3.5e-05,0.00028,0.61,2,Languishing,False,0.111,0.014617,1.0219e-06
28099,3.5e-05,0.00028,0.61,3,Languishing,False,0.111,0.013697,8.528e-07
28099,3.5e-05,0.00028,0.61,4,Languishing,False,0.111,0.019714,3.3195e-06
28099,3.5e-05,0.00028,0.61,5,Thriving,False,0.111,0.68566,360.02
28099,3.5e-05,0.00028,0.61,6,Languishing,False,0.111,0.016541,6.5316e-06
28099,3.5e-05,0.00028,0.61,7,Languishing,False,0.111,0.021456,9.8449e-07
28099,3.5e-05,0.00028,0.61,8,Languishing,True,0.111,0.013599,1.1981e-05
28099,3.5e-05,0.00028,0.61,9,Languishing,False,0.111,0.025878,0.0
